Département;Code du Canton;Libellé du Canton;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Binôme_0;Nuance_0;Voix_0;%Voix/Exp_0;%Voix/Ins_0;Binôme_1;Nuance_1;Voix_1;%Voix/Exp_1;%Voix/Ins_1;Binôme_2;Nuance_2;Voix_2;%Voix/Exp_2;%Voix/Ins_2;Binôme_3;Nuance_3;Voix_3;%Voix/Exp_3;%Voix/Ins_3;Binôme_4;Nuance_4;Voix_4;%Voix/Exp_4;%Voix/Ins_4;Binôme_5;Nuance_5;Voix_5;%Voix/Exp_5;%Voix/Ins_5;Binôme_6;Nuance_6;Voix_6;%Voix/Exp_6;%Voix/Ins_6;Binôme_7;Nuance_7;Voix_7;%Voix/Exp_7;%Voix/Ins_7;Binôme_8;Nuance_8;Voix_8;%Voix/Exp_8;%Voix/Ins_8;Binôme_9;Nuance_9;Voix_9;%Voix/Exp_9;%Voix/Ins_9;Binôme_10;Nuance_10;Voix_10;%Voix/Exp_10;%Voix/Ins_10;Binôme_11;Nuance_11;Voix_11;%Voix/Exp_11;%Voix/Ins_11;Binôme_12;Nuance_12;Voix_12;%Voix/Exp_12;%Voix/Ins_12;Binôme_13;Nuance_13;Voix_13;%Voix/Exp_13;%Voix/Ins_13
54;20;Toul;20890;14718;6172;115;97;5960;M. Emilien MARTIN-TRIFFANDIER;BC-UGE;2713.0;45.52;12.99;M. Anthony BOULOGNE;BC-RN;1725.0;28.94;8.26;M. Tony CHENOT;BC-UCD;978.0;16.41;4.68;Mme Catherine CHOPIN;BC-DVD;544.0;9.13;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;21;Val de Lorraine Sud;17946;13347;4599;159;66;4374;Mme Marie-José AMAH;BC-UGE;1889.0;43.19;10.53;M. Olivier MAILLOT;BC-RN;1458.0;33.33;8.12;Mme Martine OBJOIS;BC-UCD;1027.0;23.48;5.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;22;Vandoeuvre-lès-Nancy;15343;11410;3933;67;44;3822;Mme Sylvie CRUNCHANT-DUVAL;BC-UGE;2289.0;59.89;14.92;M. Marc SAINT DENIS;BC-UCD;897.0;23.47;5.85;Mme Aline CLAUVELIN;BC-RN;636.0;16.64;4.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;23;Villerupt;16445;12681;3764;136;53;3575;Mme Annie SILVESTRI;BC-UGE;1867.0;52.22;11.35;Mme Marie CRUNCHANT;BC-RN;872.0;24.39;5.3;Mme Judicaële BODET;BC-UCD;836.0;23.38;5.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;1;Ancerville;10199;6942;3257;99;64;3094;M. Jean-Louis CANOVA;BC-DVD;1445.0;46.7;14.17;Mme Anaïs CHARUEL;BC-RN;1098.0;35.49;10.77;M. Gauthier HERMANT;BC-UGE;551.0;17.81;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;2;Bar-le-Duc-1;9495;6228;3267;113;38;3116;M. Benoît DEJAIFFE;BC-UG;1071.0;34.37;11.28;Mme Nathalie LIMOSIN-GUEGUEN;BC-LR;841.0;26.99;8.86;M. Didier SUGG;BC-RN;701.0;22.5;7.38;M. Emmanuel CAPPELAERE;BC-DVC;503.0;16.14;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;3;Bar-le-Duc-2;7776;5361;2415;55;38;2322;M. Gérard ABBAS;BC-UCD;859.0;36.99;11.05;M. Mathias RAULOT;BC-UG;684.0;29.46;8.8;Mme Nathalie CHARPENTIER;BC-RN;485.0;20.89;6.24;M. Mohamed FAHEM;BC-DVC;294.0;12.66;3.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;4;Belleville-sur-Meuse;6612;4086;2526;33;50;2443;M. Julien DIDRY;BC-UCD;1128.0;46.17;17.06;M. Armand FALQUE;BC-DVC;422.0;17.27;6.38;M. Jean Marie ADDENET;BC-DVD;421.0;17.23;6.37;Mme Marie REINNESS;BC-RN;420.0;17.19;6.35;Mme Pierrette DROUET;BC-REG;52.0;2.13;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;5;Bouligny;6171;4269;1902;121;59;1722;Mme Jocelyne ANTOINE;BC-DVD;1244.0;72.24;20.16;M. Eric BERNARDI;BC-UG;478.0;27.76;7.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;6;Clermont-en-Argonne;6892;4067;2825;134;53;2638;M. Jean-François LAMORLETTE;BC-DVD;1515.0;57.43;21.98;Mme Gislaine DI RISIO;BC-RN;665.0;25.21;9.65;Mme Christelle FOURREZ;BC-DVD;309.0;11.71;4.48;Mme Amandine MENNESON;BC-REG;149.0;5.65;2.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;7;Commercy;8063;5445;2618;111;58;2449;Mme Danielle COMBE;BC-DVC;1071.0;43.73;13.28;Mme Céline ETIENNE;BC-UG;751.0;30.67;9.31;M. Daniel EYMANN;BC-RN;627.0;25.6;7.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;8;Dieue-sur-Meuse;9799;6272;3527;199;78;3250;M. Serge NAHANT;BC-DVD;1947.0;59.91;19.87;Mme Patricia CANUT;BC-RN;822.0;25.29;8.39;M. Pascal LEPAGE;BC-DVC;481.0;14.8;4.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;9;Etain;7650;4965;2685;117;57;2511;M. Jérôme STEIN;BC-DVC;904.0;36.0;11.82;Mme Céline COPPEY;BC-DVD;787.0;31.34;10.29;M. Jean-Claude AXER;BC-RN;693.0;27.6;9.06;M. Laurent CARTERET;BC-REG;127.0;5.06;1.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;10;Ligny-en-Barrois;9275;6013;3262;130;68;3064;M. Rémy BOUR;BC-DIV;865.0;28.23;9.33;M. Marc MAILFAIT;BC-RN;756.0;24.67;8.15;M. Jean-Michel GUYOT;BC-DVD;716.0;23.37;7.72;M. Jean-Marc FLEURY;BC-UGE;403.0;13.15;4.35;Mme Elisabeth GUERQUIN;BC-DVC;324.0;10.57;3.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;11;Montmédy;6007;3888;2119;105;49;1965;Mme Dominique AARNINK-GÉMINEL;BC-DVC;1351.0;68.75;22.49;M. Francis DOSSOGNE;BC-RN;614.0;31.25;10.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;12;Revigny-sur-Ornain;8550;5640;2910;162;53;2695;M. Pierre BURGAIN;BC-DVG;1786.0;66.27;20.89;M. Mickaël GUÉRIN;BC-RN;909.0;33.73;10.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;13;Saint-Mihiel;8315;5002;3313;110;46;3157;M. Sylvain DENOYELLE;BC-DVC;1785.0;56.54;21.47;Mme Cassandra MAILFAIT;BC-RN;907.0;28.73;10.91;Mme Nadine HAMAMI;BC-UG;465.0;14.73;5.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;14;Stenay;6121;3919;2202;118;55;2029;M. Stéphane PERRIN;BC-DVD;1026.0;50.57;16.76;M. Romuald COLLET;BC-DVD;787.0;38.79;12.86;Mme Cindy MESSINA;BC-REG;216.0;10.65;3.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;15;Vaucouleurs;9458;5829;3629;155;57;3417;M. Francis FAVÉ;BC-DVC;1162.0;34.01;12.29;Mme Brigitte GAUDINEAU;BC-RN;870.0;25.46;9.2;M. Denis ROYER;BC-DVC;812.0;23.76;8.59;Mme Jocelyne LAFFAILLE;BC-DVG;573.0;16.77;6.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;16;Verdun-1;6829;4925;1904;80;31;1793;Mme Dominique GRETZ;BC-SOC;1443.0;80.48;21.13;Mme Marie Jeanne DUMONT;BC-DIV;350.0;19.52;5.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;17;Verdun-2;7546;5401;2145;71;20;2054;M. Jérôme DUMONT;BC-DVD;1089.0;53.02;14.43;Mme Christine MIGEOT;BC-RN;477.0;23.22;6.32;M. François Xavier FRANCESCHINI;BC-UG;265.0;12.9;3.51;M. Sylvain AUTRET;BC-DVD;223.0;10.86;2.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;1;Auray;25544;16561;8983;315;199;8469;M. Michel JALU;BC-UCD;4495.0;53.08;17.6;M. Pierre LE SCOUARNEC;BC-DVG;2707.0;31.96;10.6;Mme Aude-Charlotte BEZIAUD;BC-DVC;734.0;8.67;2.87;Mme Tiffen BARGAIN;BC-REG;533.0;6.29;2.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;2;Gourin;26249;16428;9821;364;275;9182;Mme Dominique GUEGAN;BC-UCD;3037.0;33.08;11.57;M. Jean-Charles LOHÉ;BC-DVG;2563.0;27.91;9.76;M. Stéphane BOUVIER;BC-RN;1857.0;20.22;7.07;Mme Ghislaine LANGLET;BC-DVG;1725.0;18.79;6.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;3;Grand-Champ;28172;18968;9204;329;198;8677;M. Pierre GUEGAN;BC-DVD;4498.0;51.84;15.97;Mme Hélène BARON;BC-DVG;2151.0;24.79;7.64;M. Jacques LESCH;BC-RN;2028.0;23.37;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;4;Guer;30073;19786;10287;706;235;9346;Mme Marie-Hélène HERRY;BC-UCD;3854.0;41.24;12.82;M. Yannick CHESNAIS;BC-DVD;3390.0;36.27;11.27;M. Georges ALLAIN;BC-RN;1753.0;18.76;5.83;M. Bernard HUET;BC-DVD;349.0;3.73;1.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;5;Guidel;33193;21738;11455;263;184;11008;Mme Françoise BALLESTER;BC-DVD;5376.0;48.84;16.2;Mme Yveline KERDAFFREC;BC-UG;2026.0;18.4;6.1;M. Christophe HUET;BC-RN;1905.0;17.31;5.74;M. Marcel DRONVAL;BC-UGE;1701.0;15.45;5.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;6;Hennebont;32870;21710;11160;315;182;10663;Mme Muriel JOURDA;BC-UD;3825.0;35.87;11.64;M. Pierre-Yves JÉGONDAY;BC-UGE;2957.0;27.73;9.0;M. Laurent LAMBERT;BC-RN;2025.0;18.99;6.16;M. Gérard OLLIVIER;BC-UG;1856.0;17.41;5.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;7;Lanester;22403;14744;7659;122;115;7422;Mme Claudine DE BRASSIER;BC-UC;2843.0;38.31;12.69;M. Alain CARIS;BC-UG;2668.0;35.95;11.91;Mme Séverine LE NY;BC-RN;1266.0;17.06;5.65;M. Jordan LE TRIONNAIRE;BC-FI;515.0;6.94;2.3;M. Serge CHOUFFET;BC-EXD;130.0;1.75;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;8;Lorient-1;19575;14094;5481;136;68;5277;M. Mathieu GLAZ;BC-UG;1357.0;25.72;6.93;Mme Morgane CHRISTIEN;BC-REM;1198.0;22.7;6.12;M. Bruno BLANCHARD;BC-DVG;1126.0;21.34;5.75;Mme Marie-Therese BOURLOT;BC-RN;888.0;16.83;4.54;M. David CHERFA;BC-ECO;313.0;5.93;1.6;Mme Françoise CHARPENTIER;BC-FI;248.0;4.7;1.27;M. Christian MOUTON;BC-EXD;147.0;2.79;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;9;Lorient-2;20984;14387;6597;162;98;6337;M. Damien GIRARD;BC-UGE;2466.0;38.91;11.75;M. Guy GASAN;BC-DVD;1976.0;31.18;9.42;Mme Pierrette BECEL;BC-RN;929.0;14.66;4.43;M. Emmanuel BREUREC;BC-DVG;432.0;6.82;2.06;Mme Claudine LE GOFF;BC-UGE;369.0;5.82;1.76;M. Dominique BALASSI;BC-EXD;165.0;2.6;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;10;Moréac;26542;17400;9142;373;202;8567;Mme Rozenn GUEGAN;BC-DVG;4200.0;49.03;15.82;Mme Christelle MARCY;BC-DVD;2705.0;31.57;10.19;Mme Myriam COBIGO;BC-RN;1662.0;19.4;6.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;11;Muzillac;28719;18702;10017;830;416;8771;M. Alain GUIHARD;BC-DVD;6629.0;75.58;23.08;Mme Aurelie LE GOFF;BC-RN;2142.0;24.42;7.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;12;Ploemeur;30755;19705;11050;488;111;10451;M. Ronan LOAS;BC-DVD;6819.0;65.25;22.17;M. Marc BACCI;BC-UG;1863.0;17.83;6.06;M. Jean-Baptiste BOUYER;BC-ECO;1769.0;16.93;5.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;13;Ploërmel;29215;18449;10766;648;183;9935;Mme Martine GUILLAS-GUERINEL;BC-UD;4088.0;41.15;13.99;M. Nicolas JAGOUDET;BC-LR;3771.0;37.96;12.91;Mme Agnès RICHARD;BC-RN;2076.0;20.9;7.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;14;Pluvigner;30202;19916;10286;319;188;9779;Mme Marie-Christine LE QUER;BC-DVC;4443.0;45.43;14.71;Mme Sophie CHAUVIN;BC-UGE;3284.0;33.58;10.87;M. Noel HELLIO;BC-RN;2052.0;20.98;6.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;15;Pontivy;31163;20532;10631;349;191;10091;Mme Soizic PERRAULT;BC-UD;3304.0;32.74;10.6;M. Michel JARNIGON;BC-DVC;2043.0;20.25;6.56;M. Gérard LE LOIRE;BC-UG;1773.0;17.57;5.69;Mme Monique FAURE-LAFONT;BC-RN;1706.0;16.91;5.47;M. Gabriel AUFFRET;BC-REG;1265.0;12.54;4.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;16;Questembert;26744;17368;9376;272;112;8992;Mme Marie LE BOTERFF;BC-DVG;4460.0;49.6;16.68;Mme Marie Claude COSTA RIBEIRO GOMES;BC-DVD;2984.0;33.19;11.16;Mme Sylvie BERNARD;BC-RN;1548.0;17.22;5.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;17;Quiberon;34162;21473;12689;301;162;12226;Mme Karine BELLEC;BC-DVD;6478.0;52.99;18.96;M. Alain CORBION;BC-DVG;3439.0;28.13;10.07;Mme Nicole MOREL;BC-RN;2309.0;18.89;6.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;18;Séné;34033;20805;13228;620;214;12394;Mme Anne JEHANNO;BC-DVD;7895.0;63.7;23.2;Mme Isabelle CHABRAN;BC-UGE;4499.0;36.3;13.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;19;Vannes-1;23220;15346;7874;218;145;7511;M. Mohamed AZGAG;BC-DVD;2498.0;33.26;10.76;Mme Sandrine BERTHIER;BC-UGE;2351.0;31.3;10.12;M. Guillaume AUFFRET;BC-DVC;1429.0;19.03;6.15;Mme Caroline ALIX;BC-LR;1233.0;16.42;5.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;20;Vannes-2;32838;21146;11692;466;274;10952;M. Denis BERTHOLOM;BC-DVD;5804.0;52.99;17.67;M. Loïc LE TRIONNAIRE;BC-DVG;5148.0;47.01;15.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;21;Vannes-3;25710;16904;8806;208;115;8483;M. Gilles DUFEIGNEUX;BC-DVD;3145.0;37.07;12.23;M. François CARDRON;BC-DVG;2852.0;33.62;11.09;Mme Marie LE CALVÉ;BC-RN;1283.0;15.12;4.99;Mme Christelle FEREC;BC-DVG;1203.0;14.18;4.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;1;Algrange;27560;21487;6073;179;79;5815;Mme Alexandra REBSTOCK PINNA;BC-UCG;2423.0;41.67;8.79;M. Gilles DESTREMONT;BC-EXG;1843.0;31.69;6.69;M. Alexandre CHRISTOPH;BC-RN;1549.0;26.64;5.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;2;Bitche;26005;17501;8504;240;149;8115;Mme Sophie PASTOR;BC-UCD;3912.0;48.21;15.04;M. Michel BOTZUNG;BC-DVD;2687.0;33.11;10.33;Mme Marielle LE GUERN;BC-RN;1516.0;18.68;5.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;3;Boulay-Moselle;22590;16158;6432;187;87;6158;M. Jean-Paul DASTILLUNG;BC-UD;2966.0;48.16;13.13;M. Lucien DA ROS;BC-RN;2088.0;33.91;9.24;Mme Edith LOSSON;BC-ECO;1104.0;17.93;4.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;4;Bouzonville;23314;15705;7609;283;114;7212;Mme Estelle BOHR;BC-LR;3390.0;47.0;14.54;M. Jérôme DEVELLE;BC-DVD;1574.0;21.82;6.75;Mme Francine CIARKOWSKI;BC-RN;1150.0;15.95;4.93;Mme Myriam BARTHEL;BC-DVC;882.0;12.23;3.78;M. Trystan ERCKER;BC-DSV;216.0;3.0;0.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;5;Les Coteaux de Moselle;27867;19563;8304;243;99;7962;M. Jean FRANÇOIS;BC-UD;3811.0;47.86;13.68;M. Mathias BOQUET;BC-UGE;2307.0;28.98;8.28;Mme Nathalie DALMAR;BC-RN;1844.0;23.16;6.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;6;Fameck;27863;22431;5432;149;70;5213;M. Rémy DICK;BC-UCD;1789.0;34.32;6.42;M. Denis CENTOMO;BC-RN;1478.0;28.35;5.3;Mme Michèle BEY;BC-SOC;1378.0;26.43;4.95;Mme Corinne LOMBARDI;BC-UCG;568.0;10.9;2.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;7;Faulquemont;30960;21962;8998;342;149;8507;M. Olivier BAUCHAT;BC-RN;2817.0;33.11;9.1;Mme Marie Elisabeth BECKER;BC-DVD;2001.0;23.52;6.46;Mme Béatrice KEMPENICH;BC-DVD;1950.0;22.92;6.3;Mme Fanny DUTHILLEUL;BC-UG;1739.0;20.44;5.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;8;Forbach;25165;20320;4845;121;64;4660;Mme Christelle LORIA-MANCK;BC-UD;1229.0;26.37;4.88;M. Olivier CAPS;BC-RN;1112.0;23.86;4.42;M. Christian PEYRON;BC-DVD;913.0;19.59;3.63;M. Aziz BENDAOUADJI;BC-UGE;641.0;13.76;2.55;Mme Carmen DILIGENT;BC-DVD;397.0;8.52;1.58;Mme Patricia BRUCKMANN;BC-EXD;368.0;7.9;1.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;9;Freyming-Merlebach;21718;16299;5419;118;56;5245;Mme Léonce Henriette CELKA;BC-UD;2028.0;38.67;9.34;Mme Françoise GOLDITE;BC-SOC;1863.0;35.52;8.58;M. Romuald CLAUS;BC-RN;1354.0;25.82;6.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;10;Hayange;30250;23422;6828;207;126;6495;Mme Murielle DEISS;BC-RN;2656.0;40.89;8.78;Mme Nathalie AMBROSIN-CHINI;BC-DVG;1499.0;23.08;4.96;Mme Rébecca ADAM;BC-UCG;1069.0;16.46;3.53;Mme Magalie LABATE;BC-DIV;942.0;14.5;3.11;M. Gilles ALESCH;BC-EXG;329.0;5.07;1.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;11;Metz-1;21663;16218;5445;150;88;5207;M. Patrick THIL;BC-UD;1663.0;31.94;7.68;Mme Patricia SALLUSTI;BC-UGE;1640.0;31.5;7.57;M. Grégory DUFOUR;BC-RN;1052.0;20.2;4.86;Mme Naomi GALLOIS;BC-UG;412.0;7.91;1.9;Mme Sabrina KIRCHNER;BC-DVC;161.0;3.09;0.74;Mme Isabelle PINO;BC-EXG;147.0;2.82;0.68;Mme Magali GETREY;BC-DVC;132.0;2.54;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;12;Metz-2;22368;17604;4764;104;50;4610;Mme Patricia ARNOLD;BC-LR;1698.0;36.83;7.59;Mme Divine HOURT;BC-RN;1000.0;21.69;4.47;M. Jacques MARÉCHAL;BC-UGE;975.0;21.15;4.36;M. Mehdi BOUANANE;BC-UC;656.0;14.23;2.93;Mme Léa BEHR;BC-UG;281.0;6.1;1.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;13;Metz-3;25285;18366;6919;124;69;6726;M. Emmanuel LEBEAU;BC-DVD;1978.0;29.41;7.82;M. Yoan HADADI;BC-UGE;1459.0;21.69;5.77;M. Christian BEMER;BC-RN;1162.0;17.28;4.6;M. Jeremy ALDRIN;BC-UC;890.0;13.23;3.52;Mme Anne-Catherine LEUCART;BC-UCG;563.0;8.37;2.23;M. Arnaud DE SOUSA;BC-UG;521.0;7.75;2.06;Mme Marie-Jeanne BECHT;BC-EXG;153.0;2.27;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;14;Metzervisse;29547;21974;7573;307;116;7150;M. Pierre TACCONI;BC-UD;2786.0;38.97;9.43;Mme Isabelle CORNETTE;BC-DVD;2670.0;37.34;9.04;Mme Céline LAMPERT;BC-RN;1694.0;23.69;5.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;15;Montigny-lès-Metz;32274;22769;9505;244;112;9149;M. Jean-Luc BOHL;BC-UD;5327.0;58.22;16.51;M. Yacine TISSNAOUI;BC-UGE;1925.0;21.04;5.96;Mme Nadine SIMON;BC-RN;1897.0;20.73;5.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;16;Le Pays Messin;33117;22564;10553;609;175;9769;M. Patrick GRÉLOT;BC-DVD;4406.0;45.1;13.3;Mme Fatima BECKER;BC-DVG;2312.0;23.67;6.98;M. Roland CHLOUP;BC-UD;2233.0;22.86;6.74;M. Cyrille BECKER;BC-UC;818.0;8.37;2.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;17;Phalsbourg;25832;17274;8558;246;88;8224;Mme Véréna FOGEL-GOSSÉ;BC-UCD;2452.0;29.82;9.49;M. Régis IDOUX;BC-DVD;1837.0;22.34;7.11;M. Patrick BREINING;BC-RN;1605.0;19.52;6.21;Mme Veronique MADELAINE;BC-DVD;1344.0;16.34;5.2;Mme Fanny MASSIGNAN-ASTRUC;BC-UGE;986.0;11.99;3.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;18;Rombas;34049;25862;8187;455;127;7605;Mme Danielle CALCARI-JEAN;BC-DVG;4609.0;60.6;13.54;M. Dimitri KÉSY;BC-RN;2996.0;39.4;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;19;Saint-Avold;28967;20901;8066;222;84;7760;Mme Flora PILI;BC-UCD;2252.0;29.02;7.77;M. Christian ANTONY;BC-RN;1660.0;21.39;5.73;Mme Amandine GUERIN-SULPIN;BC-UC;953.0;12.28;3.29;M. Tristan ATMANIA;BC-UCD;881.0;11.35;3.04;M. Joel FROELIGER;BC-UG;798.0;10.28;2.75;M. Denis GARCIA;BC-DVD;731.0;9.42;2.52;M. Hervé HOCQUET;BC-DSV;239.0;3.08;0.83;Mme Lydie LESELLIER;BC-EXD;141.0;1.82;0.49;M. Roland HERHAMMER;BC-DVD;105.0;1.35;0.36;;;;;;;;;;;;;;;;;;;;;;;;;
57;20;Sarralbe;25092;18125;6967;315;116;6536;M. Eric BAUER;BC-RN;1906.0;29.16;7.6;Mme Sonya CRISTINELLI-FRAIBOEUF;BC-UD;1851.0;28.32;7.38;Mme Laurence BORYSIAK;BC-DVD;1838.0;28.12;7.33;Mme Jeannine QUODBACH;BC-UCD;941.0;14.4;3.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;21;Sarrebourg;22208;15138;7070;291;115;6664;Mme Christine HERZOG;BC-UCD;3985.0;59.8;17.94;M. Norbert DEGRELLE;BC-RN;1552.0;23.29;6.99;Mme Catherine GROSSE;BC-UGE;1127.0;16.91;5.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;22;Sarreguemines;32391;24808;7583;273;127;7183;M. Jean-Claude CUNAT;BC-DVD;3617.0;50.36;11.17;M. Philip DERLEDER;BC-RN;2283.0;31.78;7.05;M. Antoine LENHARD;BC-UGE;1283.0;17.86;3.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;23;Le Saulnois;23346;14525;8821;275;137;8409;M. Gaëtan BENIMEDDOURENE;BC-DVD;2949.0;35.07;12.63;Mme Jeannine BERVILLER;BC-DVD;2579.0;30.67;11.05;Mme Anne-Marie BLAISE;BC-RN;1918.0;22.81;8.22;Mme Hélène GIRARDOT;BC-COM;963.0;11.45;4.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
