Code du département;Libellé du département;Code du canton;Libellé du canton;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp
2;AISNE;39;SAINT-QUENTIN-NORD;15578;8974;57.61;6604;42.39;209;1.34;3.16;6395;41.05;96.84;M;AURIGNY;Michel;EXG;215;1.38;3.36;F;LE MEUR;Maria;COM;412;2.64;6.44;F;BERLEMONT;Carole;SOC;1503;9.65;23.5;M;DAUMONT;Jean-Philippe;VEC;349;2.24;5.46;M;RIBEIRO;Antonio;M-NC;178;1.14;2.78;M;LAVRILLEUX;Jérôme;UMP;2079;13.35;32.51;M;TOMBOIS;Eddy;FN;1659;10.65;25.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;1;BOURBON-L'ARCHAMBAULT;4824;2127;44.09;2697;55.91;219;4.54;8.12;2478;51.37;91.88;M;MAZUEL;Gilles;COM;1465;30.37;59.12;M;POUSSET;Alain;SOC;254;5.27;10.25;M;BOUREUX;François;VEC;226;4.68;9.12;M;GUILLAUMIN;Jean-Marie;ECO;165;3.42;6.66;M;JACCAUD;Thierry;ECO;368;7.63;14.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;2;CÉRILLY;4824;1977;40.98;2847;59.02;123;2.55;4.32;2724;56.47;95.68;F;POBEAU-POUPARD;Françoise;COM;804;16.67;29.52;M;GAUBERT;Alain;SOC;566;11.73;20.78;M;DERIOT;Gérard;UMP;1354;28.07;49.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;3;CHANTELLE;4188;1905;45.49;2283;54.51;91;2.17;3.99;2192;52.34;96.01;F;BOULARD;Corinne;SOC;441;10.53;20.12;M;DOCHEZ;François;VEC;329;7.86;15.01;M;BIDAUD;André;DVD;1422;33.95;64.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;6;CUSSET-NORD;9230;5031;54.51;4199;45.49;144;1.56;3.43;4055;43.93;96.57;M;BARDET;René;COM;1061;11.5;26.17;F;CHERVET-TEIXEIRA;Nathalie;SOC;394;4.27;9.72;M;DAUBERNARD;Jacques;RDG;380;4.12;9.37;M;CHEGUT;Jean-Yves;DVG;771;8.35;19.01;M;LALOY;Jean-Sébastien;DVD;800;8.67;19.73;F;FLEUR;Jeanne;FN;649;7.03;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;7;DOMPIERRE-SUR-BESBRE;6796;3344;49.21;3452;50.79;121;1.78;3.51;3331;49.01;96.49;M;FLEURY;Roland;SOC;1019;14.99;30.59;M;VERNISSE;Pascal;DVG;1404;20.66;42.15;M;GIRARD;Pierre;DVD;908;13.36;27.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;10;ESCUROLLES;14932;7861;52.65;7071;47.35;169;1.13;2.39;6902;46.22;97.61;M;GACON;Michel;COM;538;3.6;7.79;M;TRILLET;Christian;SOC;1348;9.03;19.53;M;MAZAL;Raymond;DVG;379;2.54;5.49;F;BABIAN-LHERMET;Anne;VEC;665;4.45;9.63;M;HOUBE;Pierre;M-NC;310;2.08;4.49;M;ROZIER;Jean-Jacques;DVD;2427;16.25;35.16;M;LESAGE;Jean-Pierre;FN;1235;8.27;17.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;12;HÉRISSON;6864;2925;42.61;3939;57.39;141;2.05;3.58;3798;55.33;96.42;M;ROUSSAT;Daniel;COM;1280;18.65;33.7;M;BOULADE;Serge;SOC;798;11.63;21.01;M;JUMEAU;Daniel;VEC;281;4.09;7.4;F;DE NICOLAY;Marie;DVD;525;7.65;13.82;M;FAUREAU;Bernard;DVD;914;13.32;24.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;14;JALIGNY-SUR-BESBRE;3428;1587;46.3;1841;53.7;87;2.54;4.73;1754;51.17;95.27;M;MATHIEU;Robert;COM;110;3.21;6.27;M;CHERASSE;Jean-Paul;SOC;771;22.49;43.96;M;PUJOS;Henri;DVG;358;10.44;20.41;M;LEVASSEUR;Philippe;VEC;107;3.12;6.1;M;MERELLE;Philippe;M-NC;38;1.11;2.17;M;CAILLAULT;Jacques;DVD;370;10.79;21.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;17;MARCILLAT-EN-COMBRAILLE;4819;2334;48.43;2485;51.57;87;1.81;3.5;2398;49.76;96.5;M;MOTHET;Pierre;COM;260;5.4;10.84;M;MAIRE;Patrick;SOC;449;9.32;18.72;M;DIALLO;Abdou;RDG;176;3.65;7.34;F;GAGNEPAIN;Nicole;VEC;197;4.09;8.22;M;DELAIRE;Nicolas;MODM;51;1.06;2.13;M;CHITO;Christian;DVD;1265;26.25;52.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;18;LE-MAYET-DE-MONTAGNE;3786;1600;42.26;2186;57.74;79;2.09;3.61;2107;55.65;96.39;M;MATICHARD;Guy;SOC;195;5.15;9.25;M;BATUT;Paul;RDG;242;6.39;11.49;M;TERRACOL;Jacques;DVG;83;2.19;3.94;M;BERTRAND;Philippe;VEC;181;4.78;8.59;M;BARRAUD;Jean-Dominique;DVD;548;14.47;26.01;M;SZYPULA;François;DVD;858;22.66;40.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;19;LE MONTET;3831;1355;35.37;2476;64.63;97;2.53;3.92;2379;62.1;96.08;F;LACARIN;Marie-Françoise;COM;1251;32.65;52.59;M;DORSIT;Jean-Luc;SOC;144;3.76;6.05;M;SIMON;Yves;DVD;984;25.69;41.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;21;MONTLUÇON-OUEST;9153;5466;59.72;3687;40.28;156;1.7;4.23;3531;38.58;95.77;M;MORET;Jean-Paul;EXG;72;0.79;2.04;M;CASILLA;René;EXG;165;1.8;4.67;M;RADY;Hicham;COM;414;4.52;11.72;M;POZZOLI;Bernard;SOC;1697;18.54;48.06;M;MOMCILOVIC;Jean-Pierre;DVD;1032;11.27;29.23;M;TAILLANDIER;Bernard;DVD;151;1.65;4.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;24;MOULINS-OUEST;11086;6587;59.42;4499;40.58;161;1.45;3.58;4338;39.13;96.42;M;LARTIGAU;Gilbert;COM;629;5.67;14.5;M;DENIZOT;Alain;SOC;1826;16.47;42.09;M;ROUAULT;Bernard;VEC;386;3.48;8.9;F;ROUAULT-DELISEE;Françoise;DVD;1105;9.97;25.47;M;TAILLANDIER;Bernard;EXD;392;3.54;9.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;27;SOUVIGNY;4984;2143;43;2841;57;84;1.69;2.96;2757;55.32;97.04;M;DUFREGNE;Jean-Paul;COM;1881;37.74;68.23;M;ETIENNE;Jean-Marc;SOC;150;3.01;5.44;F;GARDIEN;Isabelle;UMP;726;14.57;26.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;30;VICHY-SUD;8426;5138;60.98;3288;39.02;65;0.77;1.98;3223;38.25;98.02;M;GAGNIERE;Pierre;SOC;528;6.27;16.38;M;POMMERAY;Christophe;RDG;390;4.63;12.1;M;LECA;André;DVG;333;3.95;10.33;M;RONDEPIERRE;Daniel;VEC;224;2.66;6.95;M;CARCASSIN;Jean-Marc;M-NC;67;0.8;2.08;M;CORNE;Christian;UMP;1115;13.23;34.6;M;SALVAN;David;FN;566;6.72;17.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;33;YZEURE;12480;6552;52.5;5928;47.5;162;1.3;2.73;5766;46.2;97.27;M;CABANNE;Jacques;COM;1264;10.13;21.92;M;PERRIN;Pascal;SOC;2565;20.55;44.48;M;MATICHARD;Gérard;VEC;413;3.31;7.16;M;TALON;Joël;DVD;880;7.05;15.26;M;BERTRAND;Michel;FN;644;5.16;11.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;34;DOMÉRAT-MONTLUÇON-NORD-OUEST;8889;4782;53.8;4107;46.2;174;1.96;4.24;3933;44.25;95.76;F;HALM;Christiane;EXG;130;1.46;3.31;F;AURAT;Virginie;COM;702;7.9;17.85;M;MALBET;Marc;SOC;2483;27.93;63.13;M;GAULTIER;Gérard;DVD;618;6.95;15.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;ALLIER;35;CUSSET-SUD;10562;5505;52.12;5057;47.88;179;1.69;3.54;4878;46.18;96.46;M;THIN;Georges;COM;329;3.11;6.74;F;EYMARD;Nicole;SOC;703;6.66;14.41;M;CHARASSE;Gérard;RDG;2086;19.75;42.76;M;HERNANDEZ;Jean-Claude;VEC;350;3.31;7.18;M;SENNEPIN;François;DVD;582;5.51;11.93;M;CHANNET;Gilles;FN;828;7.84;16.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;2;ANNOT;1957;594;30.35;1363;69.65;45;2.3;3.3;1318;67.35;96.7;M;DROGOUL-SPANU;David;PG;190;9.71;14.42;M;RIGAULT;Philippe;DVD;454;23.2;34.45;M;BALLESTER;Jean;DVD;674;34.44;51.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;3;BANON;2455;878;35.76;1577;64.24;46;1.87;2.92;1531;62.36;97.08;M;CUISSON;Thierry;PG;112;4.56;7.32;M;ADRIAN;Jean-Louis;SOC;1254;51.08;81.91;M;COLOMBU;Rémi;FN;165;6.72;10.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;4;BARCELONNETTE;5440;2719;49.98;2721;50.02;107;1.97;3.93;2614;48.05;96.07;M;LEMAIRE;Gilles;COM;264;4.85;10.1;M;GILLY;Lucien;SOC;1202;22.1;45.98;M;LANFRANCHI;Michel;UMP;791;14.54;30.26;M;REGORD;Hervé;FN;357;6.56;13.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;5;BARRÊME;1240;403;32.5;837;67.5;17;1.37;2.03;820;66.13;97.97;F;TAVERNIER;Sonia;COM;62;5;7.56;M;MOLLING;Bernard;DVG;318;25.65;38.78;M;GIBELIN;Jean-Marie;DVD;371;29.92;45.24;M;VIDAL;Robert;FN;69;5.56;8.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;6;CASTELLANE;2061;787;38.19;1274;61.81;112;5.43;8.79;1162;56.38;91.21;M;DESGRANGES;Alain;COM;56;2.72;4.82;M;SAUVAN;Gilbert;SOC;970;47.06;83.48;M;AUBLIGINE;Boris;VEC;136;6.6;11.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;10;FORCALQUIER;10266;5050;49.19;5216;50.81;115;1.12;2.2;5101;49.69;97.8;F;JOLLIVET;Béatrice;EXG;401;3.91;7.86;F;MAS;Sylvie;SOC;959;9.34;18.8;M;ECHALON;Jacques;DVG;1470;14.32;28.82;F;LEY;Marie-Noëlle;VEC;649;6.32;12.72;F;LEFORT;Bernadette;UMP;688;6.7;13.49;F;REGORD;Virginie;FN;934;9.1;18.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;11;LA JAVIE;1604;623;38.84;981;61.16;75;4.68;7.65;906;56.48;92.35;F;LAURENT;Andrée;PG;87;5.42;9.6;M;ROUX;Jean-Yves;SOC;654;40.77;72.19;M;POULAIN;Henry;VEC;165;10.29;18.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;13;MANOSQUE-NORD;8679;4913;56.61;3766;43.39;95;1.09;2.52;3671;42.3;97.48;M;VILLENEUVE;Daniel;COM;278;3.2;7.57;M;AUBERT;Roland;SOC;1164;13.41;31.71;F;BERTHONNECHE;Catherine;VEC;456;5.25;12.42;M;ARNAUD;Claude;AUT;57;0.66;1.55;M;ANTIQ;Pascal;UMP;685;7.89;18.66;M;RAYMONDO;Laurent;DVD;205;2.36;5.58;M;CHUISANO;Noël;DVD;38;0.44;1.04;M;D'ORNANO;Michel;FN;788;9.08;21.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;15;MÉZEL;1724;603;34.98;1121;65.02;57;3.31;5.08;1064;61.72;94.92;M;PONCE;Olivier;COM;163;9.45;15.32;M;LAURENS;André;SOC;630;36.54;59.21;M;LUCAS;Christophe;VEC;150;8.7;14.1;M;RAMOS;Pierre;AUT;22;1.28;2.07;F;TEBAR;Joëlle;M-NC;99;5.74;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;18;NOYERS-SUR-JABRON;1153;328;28.45;825;71.55;4;0.35;0.48;821;71.21;99.52;M;JOUVEAU;Norbert;PG;31;2.69;3.78;M;VADOT;Pierre-Yves;SOC;375;32.52;45.68;M;WATT;Michel;VEC;76;6.59;9.26;M;CROUVIZIER;Jean-Paul;AUT;45;3.9;5.48;M;JAUFFRET;Christian;UMP;250;21.68;30.45;M;PIERRE;Henri;FN;44;3.82;5.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;20;REILLANNE;2887;1066;36.92;1821;63.08;61;2.11;3.35;1760;60.96;96.65;M;BRESSAND;Raymond;COM;479;16.59;27.22;M;POURCIN;Pierre;SOC;512;17.73;29.09;M;MENEGAZZI;Georges;VEC;165;5.72;9.38;M;BAUMEL;Gérard;UMP;334;11.57;18.98;M;DURBEC;Stéphane;FN;270;9.35;15.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;21;RIEZ;4163;1677;40.28;2486;59.72;58;1.39;2.33;2428;58.32;97.67;M;BATUT;Alain;COM;143;3.44;5.89;M;ZORZAN;Michel;SOC;916;22;37.73;M;BIANCHI;Christophe;DVG;538;12.92;22.16;M;ESPITALIER;Jacques;VEC;281;6.75;11.57;M;BIGLIA;Robert;DVD;162;3.89;6.67;F;DEVERLY;Antonia;FN;388;9.32;15.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;22;SAINT-ANDRÉ-LES-ALPES;1420;516;36.34;904;63.66;18;1.27;1.99;886;62.39;98.01;M;VALLET;Dominique;COM;87;6.13;9.82;M;DOMEIZEL;Claude;SOC;225;15.85;25.4;M;BOETTI;Jacques;UMP;449;31.62;50.68;M;CHUYEN;Stéphane;FN;125;8.8;14.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;29;VALENSOLE;5085;2580;50.74;2505;49.26;60;1.18;2.4;2445;48.08;97.6;M;BEC;Philippe;COM;383;7.53;15.66;M;CHASPOUL;Maurice;SOC;1128;22.18;46.13;F;CARAT;Christiane;UMP;394;7.75;16.11;M;DIEDRICH;Jean-Claude;FN;540;10.62;22.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;30;VOLONNE;8489;3955;46.59;4534;53.41;89;1.05;1.96;4445;52.36;98.04;M;BLIN;Hervé;EXG;42;0.49;0.94;M;VILLARD;René;COM;454;5.35;10.21;M;FIAERT;Claude;SOC;1359;16.01;30.57;M;ESCANEZ;José;DVG;482;5.68;10.84;F;COSSERAT;Sandrine;VEC;432;5.09;9.72;M;BONTE;Jacques;UMP;473;5.57;10.64;M;FLAMEN D'ASSIGNY;Michel;DVD;551;6.49;12.4;M;DROUAN;Jean-Marie;FN;652;7.68;14.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;ALPES DE HAUTE PROVENCE;32;MANOSQUE-SUD-EST;6024;2875;47.73;3149;52.27;255;4.23;8.1;2894;48.04;91.9;M;PHILIPPONNEAU;Yannick;COM;794;13.18;27.44;M;MORIN;Georges;SOC;465;7.72;16.07;M;BOUC;Joël;VEC;213;3.54;7.36;M;CASTEL;Jean-Claude;UMP;899;14.92;31.06;M;FAUCHERAND;Michel;FN;523;8.68;18.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;1;AIGUILLES;1849;572;30.94;1277;69.06;46;2.49;3.6;1231;66.58;96.4;M;WURSTEISEN;Claude;COM;150;8.11;12.19;M;CATALA;Jean-Claude;RDG;289;15.63;23.48;M;GASDON;Hervé;VEC;157;8.49;12.75;M;PONCET;Jean-Louis;DVD;635;34.34;51.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;2;L'ARGENTIÈRE-LA-BESSÉE;5222;2208;42.28;3014;57.72;98;1.88;3.25;2916;55.84;96.75;M;CHARDRONNET;Luc;EXG;208;3.98;7.13;M;DENIS;Pierre;RDG;711;13.62;24.38;M;LELEU;Vincent;VEC;485;9.29;16.63;M;VIGNE;Patrick;AUT;364;6.97;12.48;M;DRUJON D'ASTROS;Cyrille;UMP;235;4.5;8.06;F;DISDIER;Marie-Noëlle;DVD;724;13.86;24.83;M;PRUVOOST;Yves;FN;189;3.62;6.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;5;LA-BÂTIE-NEUVE;3654;1394;38.15;2260;61.85;69;1.89;3.05;2191;59.96;96.95;M;BONNAFFOUX;Joël;SOC;1376;37.66;62.8;M;COLLETTE;Paul;DVD;463;12.67;21.13;F;LE GOURRIEREC;Monique;FN;352;9.63;16.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;6;BRIANÇON-NORD;3675;1974;53.71;1701;46.29;45;1.22;2.65;1656;45.06;97.35;M;FROMM;Gérard;SOC;643;17.5;38.83;M;PRUVOT;Joël;VEC;251;6.83;15.16;M;ROUBAUD;Sabin;M-NC;46;1.25;2.78;M;GRYZKA;Romain;UMP;272;7.4;16.43;M;CHEVALIER;Jean-Louis;DVD;255;6.94;15.4;F;THIVOLLE;Michèle;FN;189;5.14;11.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;7;CHORGES;3675;1277;34.75;2398;65.25;75;2.04;3.13;2323;63.21;96.87;M;IBANEZ;Sébastien ;EXG;116;3.16;4.99;M;ALLARD-LATOUR;Bernard;RDG;955;25.99;41.11;F;MICHEL;Francine;VEC;315;8.57;13.56;M;DURAND;Alain;UMP;657;17.88;28.28;M;REIS;Joël;FN;280;7.62;12.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;13;MONÊTIER-LES-BAINS;3171;1653;52.13;1518;47.87;59;1.86;3.89;1459;46.01;96.11;M;FARDELLA;Alain;RDG;699;22.04;47.91;F;PONSART;Marie-Hélène;VEC;167;5.27;11.45;F;FORGEOUX-DAMARIUS;Anne-Marie;DVD;593;18.7;40.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;17;ROSANS;1026;232;22.61;794;77.39;22;2.14;2.77;772;75.24;97.23;M;DENIEAULT;Michel;COM;114;11.11;14.77;M;ROSIN;Nicolas;SOC;126;12.28;16.32;M;MICHEL;Pierre;DVG;121;11.79;15.67;M;TENOUX;Gérard;DVD;411;40.06;53.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;18;SAINT-BONNET;6134;2133;34.77;4001;65.23;77;1.26;1.92;3924;63.97;98.08;M;GIUGLARIS;Emile;COM;236;3.85;6.01;F;BOUCHET;Claire;RDG;605;9.86;15.42;M;BAUD;Thierry;VEC;412;6.72;10.5;M;DUSSERRE;Jean-Yves;UMP;2281;37.19;58.13;M;MOLLAR;Philippe;FN;390;6.36;9.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;20;SAINT-FIRMIN;1658;407;24.55;1251;75.45;16;0.97;1.28;1235;74.49;98.72;M;BELLON;Jérôme;COM;105;6.33;8.5;M;ZECCONI;Marc;DVG;473;28.53;38.3;M;FREYNET;Alain;AUT;355;21.41;28.74;M;ALLUIS;Daniel;DVD;302;18.21;24.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;21;SAVINES-LE-LAC;1578;431;27.31;1147;72.69;33;2.09;2.88;1114;70.6;97.12;M;MUSSON;Alain;DVG;213;13.5;19.12;F;GONINET;Karine;VEC;152;9.63;13.64;M;BERENGUEL;Victor;UMP;666;42.21;59.78;M;BRUN;Benoit;FN;83;5.26;7.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;22;SERRES;2152;714;33.18;1438;66.82;48;2.23;3.34;1390;64.59;96.66;M;AUBERIC;André;COM;471;21.89;33.88;M;MARSOLLIER;Jean-Marc;VEC;180;8.36;12.95;M;ROY;Michel;UMP;627;29.14;45.11;M;DROUILLARD;Dominique;DVD;112;5.2;8.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;23;TALLARD;4683;1404;29.98;3279;70.02;62;1.32;1.89;3217;68.7;98.11;M;JANIN;Gérard;PG;187;3.99;5.81;M;GAY-PARA;Michel;DVG;649;13.86;20.17;F;TARBOURIECH;Marie;VEC;331;7.07;10.29;M;ARNAUD;Jean-Michel;UMP;1015;21.67;31.55;M;GRIMAUD;Roger;DVD;821;17.53;25.52;F;COMMIER;Bernadette;FN;214;4.57;6.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;24;VEYNES;3445;1390;40.35;2055;59.65;125;3.63;6.08;1930;56.02;93.92;M;GATOUNES;Franck;COM;529;15.36;27.41;M;MASSOT;Louis;SOC;972;28.21;50.36;M;LEBOEUF;Alain;UMP;429;12.45;22.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;26;GAP-CENTRE;5658;3333;58.91;2325;41.09;83;1.47;3.57;2242;39.63;96.43;M;EYRAUD;Jean-Claude;PG;444;7.85;19.8;F;ALLEMAND;Marie-José;SOC;383;6.77;17.08;M;PEYRE;Christophe;RDG;151;2.67;6.74;M;DIDIER;Roger;M-NC;965;17.06;43.04;M;FABRE;Denis;FN;299;5.28;13.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;HAUTES ALPES;29;GAP-SUD-EST;6282;3791;60.35;2491;39.65;99;1.58;3.97;2392;38.08;96.03;M;PIUSSI;Gilbert;COM;209;3.33;8.74;M;JAUSSAUD;Bernard;SOC;772;12.29;32.27;M;OLIVIER;Michel ;VEC;240;3.82;10.03;M;LISSY;Pascal;M-NC;763;12.15;31.9;F;LELIEVRE-MAAZIZ;Martine;FN;408;6.49;17.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;ALPES MARITIMES;5;ST-LAURENT-DU-VAR-CAGNES-EST;27153;16256;59.87;10897;40.13;250;0.92;2.29;10647;39.21;97.71;M;PAULUS;Jean-Louis;EXG;102;0.38;0.96;M;TOMASSO;Antonin;EXG;367;1.35;3.45;M;ORSATTI;Marc;SOC;1759;6.48;16.52;M;VILLARDRY;Patrick;AUT;500;1.84;4.7;M;SEGURA;Joseph;M-NC;1539;5.67;14.45;M;REVEL;Henri;UMP;2868;10.56;26.94;F;HEBERT;Danielle;DVD;502;1.85;4.71;M;BONNIER;Sébastien;FN;3010;11.09;28.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
